in:WWR N-W,in:WWR S-E,in:SHGC N-W,in:SHGC S-E,in:EXT SHADING N-W,in:EXT SHADING S-E,out:EUI (kWh/m2/yr),out:PEAK COOLING (kW),out:PEAK HEATING (kW),out:Thermal Comfort (%),out:sDA (Area %),img
0.5,0.4,g33,g33,1,0,78.625,273.153516,190.337333,96.450234,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.5,g33,g33,1,0,78.383,272.70794,187.707564,96.497105,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.5,g33,g33,1,0,78.752,281.177679,190.726015,96.47367,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.5,g33,g33,1,0,79.161,290.443312,193.719772,96.45437,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.3,g45,g33,1,0,77.437,238.131795,180.768229,96.521919,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.3,g45,g33,1,0,77.78,245.748323,183.831474,96.503998,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.3,g45,g33,1,0,78.166,254.458773,186.848292,96.490212,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.4,g45,g33,1,0,77.873,254.233541,184.299351,96.508133,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.4,g45,g33,1,0,78.227,262.321538,187.360775,96.495726,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.4,g45,g33,1,0,78.622,271.392969,190.337333,96.472291,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.5,g45,g33,1,0,78.379,271.375822,187.707564,96.512269,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.5,g45,g33,1,0,78.746,279.720672,190.726015,96.488834,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.5,g45,g33,1,0,79.146,288.784394,193.719772,96.466777,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.3,g55,g33,1,0,77.439,236.231575,180.768229,96.563275,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.3,g55,g33,1,0,77.779,243.579044,183.831474,96.556383,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.3,g55,g33,1,0,78.165,250.81812,186.848292,96.532947,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.4,g55,g33,1,0,77.865,252.151677,184.299351,96.532947,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.4,g55,g33,1,0,78.215,259.477309,187.360775,96.53019,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.4,g55,g33,1,0,78.61,267.448997,190.337333,96.506755,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.5,g55,g33,1,0,78.363,268.952237,187.707564,96.543976,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.5,g55,g33,1,0,78.726,276.487991,190.726015,96.528812,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.5,g55,g33,1,0,79.121,284.434492,193.719772,96.508133,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.3,g33,g45,1,0,77.435,225.70163,180.768229,96.528812,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.3,g33,g45,1,0,77.744,233.066839,183.831474,96.526055,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.3,g33,g45,1,0,78.086,240.640636,186.848292,96.495726,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.4,g33,g45,1,0,77.826,239.2893,184.299351,96.497105,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.4,g33,g45,1,0,78.143,245.883667,187.360775,96.487455,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.4,g33,g45,1,0,78.49,253.941167,190.337333,96.465398,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.5,g33,g45,1,0,78.258,252.635736,187.707564,96.480562,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.5,g33,g45,1,0,78.581,259.696073,190.726015,96.480562,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.5,g33,g45,1,0,78.934,267.981849,193.719772,96.457127,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.3,g45,g45,1,0,77.442,225.058163,180.768229,96.550868,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.3,g45,g45,1,0,77.749,231.837245,183.831474,96.53984,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.3,g45,g45,1,0,78.093,239.24837,186.848292,96.513648,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.4,g45,g45,1,0,77.83,238.533476,184.299351,96.503998,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.4,g45,g45,1,0,78.145,244.772604,187.360775,96.494348,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.4,g45,g45,1,0,78.491,252.08078,190.337333,96.48332,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.5,g45,g45,1,0,78.257,251.503865,187.707564,96.492969,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.5,g45,g45,1,0,78.578,258.318465,190.726015,96.492969,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.5,g45,g45,1,0,78.931,265.987611,193.719772,96.47367,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.3,g55,g45,1,0,77.453,223.1989,180.768229,96.590846,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.3,g55,g45,1,0,77.757,229.264232,183.831474,96.592225,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.3,g55,g45,1,0,78.102,235.632182,186.848292,96.581197,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.4,g55,g45,1,0,77.829,236.316067,184.299351,96.53984,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.4,g55,g45,1,0,78.143,242.318745,187.360775,96.535704,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.4,g55,g45,1,0,78.491,248.214237,190.337333,96.531569,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.5,g55,g45,1,0,78.249,249.192266,187.707564,96.526055,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.4,0.5,g55,g45,1,0,78.568,255.158135,190.726015,96.526055,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.5,0.5,g55,g45,1,0,78.921,261.547853,193.719772,96.513648,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E0_Perspective.png
0.3,0.3,g33,g25,0,1,78.82,235.93365,180.768229,96.757651,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g33,g25,0,1,79.422,252.596422,183.831474,96.717673,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g33,g25,0,1,80.054,269.776046,186.848292,96.674938,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g33,g25,0,1,79.212,243.06371,184.299351,96.723187,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g33,g25,0,1,79.818,259.616547,187.360775,96.673559,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g33,g25,0,1,80.447,276.917565,190.337333,96.623932,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g33,g25,0,1,79.606,250.11621,187.707564,96.696995,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g33,g25,0,1,80.213,266.886603,190.726015,96.648746,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g33,g25,0,1,80.844,284.192037,193.719772,96.603253,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g45,g25,0,1,78.717,229.905935,180.768229,96.775572,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g45,g25,0,1,79.284,244.64395,183.831474,96.728701,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g45,g25,0,1,79.88,259.815159,186.848292,96.696995,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g45,g25,0,1,79.104,236.233721,184.299351,96.745244,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g45,g25,0,1,79.673,251.144135,187.360775,96.688723,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g45,g25,0,1,80.265,266.548739,190.337333,96.657017,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g45,g25,0,1,79.491,243.147497,187.707564,96.71078,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g45,g25,0,1,80.064,257.926924,190.726015,96.661152,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g45,g25,0,1,80.658,273.423442,193.719772,96.630824,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g55,g25,0,1,78.511,216.342321,180.768229,96.821064,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g55,g25,0,1,79.0,227.762716,183.831474,96.781086,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g55,g25,0,1,79.507,239.305023,186.848292,96.750758,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g55,g25,0,1,78.883,222.030298,184.299351,96.789358,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g55,g25,0,1,79.374,233.197842,187.360775,96.745244,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g55,g25,0,1,79.878,244.788144,190.337333,96.709402,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g55,g25,0,1,79.258,227.756751,187.707564,96.757651,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g55,g25,0,1,79.751,238.982032,190.726015,96.72043,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g55,g25,0,1,80.257,250.630859,193.719772,96.684588,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g33,g33,0,1,78.844,234.05218,180.768229,96.7866,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g33,g33,0,1,79.443,250.411965,183.831474,96.757651,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g33,g33,0,1,80.068,267.263837,186.848292,96.699752,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g33,g33,0,1,79.222,240.468208,184.299351,96.754894,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g33,g33,0,1,79.825,256.929599,187.360775,96.723187,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g33,g33,0,1,80.452,273.867385,190.337333,96.676317,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g33,g33,0,1,79.61,247.136697,187.707564,96.728701,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g33,g33,0,1,80.214,263.556024,190.726015,96.702509,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g33,g33,0,1,80.843,280.504114,193.719772,96.645988,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g45,g33,0,1,78.744,227.809293,180.768229,96.804522,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g45,g33,0,1,79.308,242.362829,183.831474,96.770058,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g45,g33,0,1,79.897,257.371739,186.848292,96.721809,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g45,g33,0,1,79.116,233.982078,184.299351,96.778329,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g45,g33,0,1,79.683,248.570654,187.360775,96.741108,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g45,g33,0,1,80.275,263.478181,190.337333,96.694238,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g45,g33,0,1,79.498,239.922175,187.707564,96.745244,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g45,g33,0,1,80.067,254.584137,190.726015,96.708023,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g45,g33,0,1,80.661,269.739173,193.719772,96.668045,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g55,g33,0,1,78.54,214.22122,180.768229,96.866556,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g55,g33,0,1,79.029,225.582971,183.831474,96.833471,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g55,g33,0,1,79.532,236.714636,186.848292,96.807279,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g55,g33,0,1,78.902,219.452828,184.299351,96.810036,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g55,g33,0,1,79.392,230.599913,187.360775,96.79625,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g55,g33,0,1,79.897,241.894611,190.337333,96.760408,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g55,g33,0,1,79.27,224.563801,187.707564,96.79625,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g55,g33,0,1,79.762,235.581699,190.726015,96.770058,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g55,g33,0,1,80.269,246.743734,193.719772,96.736973,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g33,g45,0,1,78.868,232.964951,180.768229,96.816929,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g33,g45,0,1,79.467,248.987728,183.831474,96.787979,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g33,g45,0,1,80.089,265.596678,186.848292,96.757651,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g33,g45,0,1,79.248,238.725044,184.299351,96.785222,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g33,g45,0,1,79.848,255.10062,187.360775,96.745244,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g33,g45,0,1,80.473,271.836681,190.337333,96.703888,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g33,g45,0,1,79.635,244.986741,187.707564,96.757651,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g33,g45,0,1,80.237,261.319828,190.726015,96.735594,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g33,g45,0,1,80.863,278.120807,193.719772,96.692859,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g45,g45,0,1,78.769,226.333938,180.768229,96.841742,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g45,g45,0,1,79.333,240.859345,183.831474,96.797629,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g45,g45,0,1,79.92,255.677073,186.848292,96.781086,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g45,g45,0,1,79.143,232.302414,184.299351,96.810036,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g45,g45,0,1,79.709,246.66616,187.360775,96.770058,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g45,g45,0,1,80.298,261.463039,190.337333,96.742487,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
